Unnamed: 0,parameter,Date,units_of_measure,first_max_value,aqi,state,COUNTY,attr_IncidentName,poly_Acres_AutoCalc,attr_FireCauseGeneral,attr_FireDiscoveryDateTime,attr_FireOutDateTime,attr_InitialLatitude,attr_InitialLongitude,attr_InitialResponseDateTime,attr_POOState,attr_PredominantFuelGroup,Time,FireDuration
14153,Acceptable PM2.5 AQI & Speciation Mass,06/24/2022,Micrograms/cubic meter (LC),4.7,20,California,San Diego,BORDER 18,2.84914843504856,,2022-06-24 03:02:23+00:00,,32.566722,-116.747255,,US-CA,,03:02:23+00,
52520,Acceptable PM2.5 AQI & Speciation Mass,07/12/2020,Micrograms/cubic meter (LC),8.0,33,California,Riverside,WOLF,2.15330461442267,,2020-07-12 03:12:02+00:00,2020-07-13 01:30:00+00:00,33.871222,-116.89443,2020/07/12 03:13:00+00,US-CA,Grass-Shrub,03:12:02+00,0 days 22:17:58
73664,Acceptable PM2.5 AQI & Speciation Mass,07/12/2020,Micrograms/cubic meter (LC),9.8,41,California,Riverside,WOLF,2.15330461442267,,2020-07-12 03:12:02+00:00,2020-07-13 01:30:00+00:00,33.871222,-116.89443,2020/07/12 03:13:00+00,US-CA,Grass-Shrub,03:12:02+00,0 days 22:17:58
7598,Acceptable PM2.5 AQI & Speciation Mass,06/25/2022,Micrograms/cubic meter (LC),11.8,49,California,San Diego,Boulevard,10.0025884754385,,2022-06-25 20:06:59+00:00,,,,,US-CA,,20:06:59+00,
51100,Acceptable PM2.5 AQI & Speciation Mass,07/16/2020,Micrograms/cubic meter (LC),4.3,18,California,Riverside,BLACKBURN,1.67898970759219,,2020-07-16 23:40:23+00:00,,33.695575,-116.850688,,US-CA,Grass-Shrub,23:40:23+00,
52528,Acceptable PM2.5 AQI & Speciation Mass,07/16/2020,Micrograms/cubic meter (LC),11.3,47,California,Riverside,BLACKBURN,1.67898970759219,,2020-07-16 23:40:23+00:00,,33.695575,-116.850688,,US-CA,Grass-Shrub,23:40:23+00,
26689,Acceptable PM2.5 AQI & Speciation Mass,06/24/2022,Micrograms/cubic meter (LC),12.4,52,California,San Diego,BORDER 18,2.84914843504856,,2022-06-24 03:02:23+00:00,,32.566722,-116.747255,,US-CA,,03:02:23+00,
73672,Acceptable PM2.5 AQI & Speciation Mass,07/16/2020,Micrograms/cubic meter (LC),8.8,37,California,Riverside,BLACKBURN,1.67898970759219,,2020-07-16 23:40:23+00:00,,33.695575,-116.850688,,US-CA,Grass-Shrub,23:40:23+00,
26689,Acceptable PM2.5 AQI & Speciation Mass,06/24/2022,Micrograms/cubic meter (LC),12.4,52,California,San Diego,BORDER 19,16.9695140662554,,2022-06-24 19:44:59+00:00,2022-06-28 18:50:26+00:00,32.577083,-116.806666,2022/06/24 20:05:00+00,US-CA,Grass,19:44:59+00,3 days 23:05:27
51104,Acceptable PM2.5 AQI & Speciation Mass,07/18/2020,Micrograms/cubic meter (LC),7.0,29,California,Riverside,HYATT,0.169706075469881,,2020-07-18 04:28:00+00:00,2020-07-18 15:00:00+00:00,33.6194,-117.2647,2020/07/18 04:28:00+00,US-CA,Grass-Shrub,04:28:00+00,0 days 10:32:00
52532,Acceptable PM2.5 AQI & Speciation Mass,07/18/2020,Micrograms/cubic meter (LC),10.6,44,California,Riverside,HYATT,0.169706075469881,,2020-07-18 04:28:00+00:00,2020-07-18 15:00:00+00:00,33.6194,-117.2647,2020/07/18 04:28:00+00,US-CA,Grass-Shrub,04:28:00+00,0 days 10:32:00
14646,Acceptable PM2.5 AQI & Speciation Mass,06/24/2022,Micrograms/cubic meter (LC),9.0,38,California,San Diego,BORDER 18,2.84914843504856,,2022-06-24 03:02:23+00:00,,32.566722,-116.747255,,US-CA,,03:02:23+00,
73676,Acceptable PM2.5 AQI & Speciation Mass,07/18/2020,Micrograms/cubic meter (LC),7.3,30,California,Riverside,HYATT,0.169706075469881,,2020-07-18 04:28:00+00:00,2020-07-18 15:00:00+00:00,33.6194,-117.2647,2020/07/18 04:28:00+00,US-CA,Grass-Shrub,04:28:00+00,0 days 10:32:00
14646,Acceptable PM2.5 AQI & Speciation Mass,06/24/2022,Micrograms/cubic meter (LC),9.0,38,California,San Diego,BORDER 19,16.9695140662554,,2022-06-24 19:44:59+00:00,2022-06-28 18:50:26+00:00,32.577083,-116.806666,2022/06/24 20:05:00+00,US-CA,Grass,19:44:59+00,3 days 23:05:27
